City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,weather description
0,Melilla,ES,35.2937,-2.9383,61.0,41,0,17.27,clear sky
1,Rikitea,PF,-23.1203,-134.9692,76.87,71,100,0.85,overcast clouds
2,Ponta Do Sol,PT,32.6667,-17.1,65.12,55,73,8.05,broken clouds
3,Yenagoa,NG,4.9247,6.2642,98.28,26,100,2.06,overcast clouds
4,Harper,LR,4.375,-7.7169,85.08,66,46,10.85,scattered clouds
5,Codrington,AU,-38.2667,141.9667,57.27,68,100,11.79,overcast clouds
6,Puerto Ayora,EC,-0.7393,-90.3518,76.96,92,51,1.01,broken clouds
7,Kharp,RU,66.8014,65.8081,4.35,93,15,5.61,few clouds
8,Cadillac,US,44.2519,-85.4012,31.91,100,100,9.22,snow
9,Mar Del Plata,AR,-38.0023,-57.5575,83.82,81,40,18.99,scattered clouds
10,Ushuaia,AR,-54.8,-68.3,53.22,82,0,5.75,clear sky
11,Kieta,PG,-6.2167,155.6333,81.25,82,100,10.98,overcast clouds
12,Atar,MR,20.5169,-13.0499,77.27,25,0,9.62,clear sky
13,Butaritari,KI,3.0707,172.7902,80.06,84,98,18.19,light rain
14,Vila,PT,42.0304,-8.1588,43.68,96,100,14.85,light rain
15,Neiafu,TO,-18.65,-173.9833,75.88,94,20,0.0,few clouds
16,Hilo,US,19.7297,-155.09,74.28,89,0,5.75,clear sky
17,Marzuq,YE,14.4,46.4667,67.03,39,16,5.32,few clouds
18,Qaanaaq,GL,77.484,-69.3632,-27.98,56,11,8.32,few clouds
19,Victoria,HK,22.2855,114.1577,63.32,66,0,8.01,clear sky
20,Tias,ES,28.9611,-13.645,64.08,59,75,23.02,broken clouds
21,Henties Bay,NA,-22.116,14.2845,68.04,83,59,10.74,broken clouds
22,Newtownards,GB,54.5924,-5.6909,42.93,78,20,6.91,few clouds
23,Saint George,US,37.1041,-113.5841,28.99,93,0,0.0,clear sky
24,Hermanus,ZA,-34.4187,19.2345,76.8,73,60,11.1,broken clouds
25,Port Elizabeth,ZA,-33.918,25.5701,79.11,86,75,19.57,light rain
26,Muros,ES,42.7762,-9.0603,56.08,93,100,28.5,overcast clouds
27,Chuy,UY,-33.6971,-53.4616,81.03,49,100,13.33,overcast clouds
28,Port Alfred,ZA,-33.5906,26.891,73.18,90,100,7.0,light rain
29,Bluff,NZ,-46.6,168.3333,56.82,94,100,8.48,overcast clouds
30,Atuona,PF,-9.8,-139.0333,78.62,76,19,19.89,light rain
31,Tasiilaq,GL,65.6145,-37.6368,10.56,95,100,3.67,light snow
32,Maneadero,MX,31.7167,-116.5667,49.05,70,2,2.39,clear sky
33,Upernavik,GL,72.7868,-56.1549,-11.7,96,100,6.85,overcast clouds
34,Banjar,ID,-8.19,114.9675,76.37,91,100,4.99,overcast clouds
35,Erie,US,42.7667,-78.6664,37.2,78,100,7.0,heavy intensity rain
36,Faya,SA,18.3851,42.4509,64.51,71,24,6.85,few clouds
37,Te Anau,NZ,-45.4167,167.7167,51.15,91,78,2.13,broken clouds
38,Dunedin,NZ,-45.8742,170.5036,60.8,91,7,4.94,clear sky
39,Lagoa,PT,39.05,-27.9833,56.23,73,71,10.2,broken clouds
40,Reyes,BO,-14.3167,-67.3833,77.16,83,100,8.05,overcast clouds
41,Georgetown,MY,5.4112,100.3354,84.13,66,20,3.44,light rain
42,Schipluiden,NL,51.9774,4.3157,42.03,66,20,9.22,few clouds
43,Hobart,AU,-42.8794,147.3294,55.26,75,75,6.91,broken clouds
44,Avarua,CK,-21.2078,-159.775,77.05,94,75,10.36,broken clouds
45,Sao Filipe,CV,14.8961,-24.4956,76.66,63,13,13.06,few clouds
46,Vaini,TO,-21.2,-175.2,80.76,83,20,6.91,few clouds
47,Kuminskiy,RU,58.6667,66.5667,15.01,96,77,4.68,broken clouds
48,Yellowknife,CA,62.456,-114.3525,19.92,93,100,11.5,light snow
49,Longyearbyen,SJ,78.2186,15.6401,28.24,69,40,19.57,scattered clouds
50,Constitucion,CL,-35.3333,-72.4167,65.17,68,72,7.67,broken clouds
51,Busselton,AU,-33.65,115.3333,70.43,50,15,16.71,few clouds
52,Fortuna,US,40.5982,-124.1573,36.36,97,0,0.0,clear sky
53,Mataura,NZ,-46.1927,168.8643,53.42,99,85,3.0,overcast clouds
54,Ilulissat,GL,69.2167,-51.1,-33.25,66,0,4.65,clear sky
55,Yumen,CN,40.2833,97.2,9.54,68,0,10.92,clear sky
56,Portland,US,45.5234,-122.6762,41.09,92,100,5.01,overcast clouds
57,New Norfolk,AU,-42.7826,147.0587,54.9,65,20,1.99,few clouds
58,Tessalit,ML,20.1986,1.0114,81.28,10,88,5.3,overcast clouds
59,Saint-Joseph,RE,-21.3667,55.6167,77.38,85,100,5.84,moderate rain
60,Eureka,US,40.8021,-124.1637,37.67,97,98,4.36,overcast clouds
61,Vostok,RU,46.4856,135.8833,5.54,98,99,2.37,overcast clouds
62,Kaitangata,NZ,-46.2817,169.8464,57.96,95,80,3.42,broken clouds
63,Cape Town,ZA,-33.9258,18.4232,82.11,46,0,11.5,clear sky
64,Hithadhoo,MV,-0.6,73.0833,81.54,77,33,12.37,scattered clouds
65,Verkhnevilyuysk,RU,63.4453,120.3167,-37.62,97,100,5.14,overcast clouds
66,San,ML,13.3034,-4.8956,92.3,7,14,7.63,few clouds
67,Zmeinogorsk,RU,51.1567,82.195,6.12,96,100,6.02,light snow
68,Luau,AO,-10.7073,22.2247,74.53,80,78,5.28,light rain
69,Asau,RO,46.4333,26.4,54.52,52,40,11.36,scattered clouds
70,Alyangula,AU,-13.8483,136.4192,82.83,75,99,11.54,overcast clouds
71,Tigil,RU,57.8,158.6667,-20.06,100,81,0.76,broken clouds
72,Cockburn Town,TC,21.4612,-71.1419,76.06,68,48,14.74,scattered clouds
73,Arraial Do Cabo,BR,-22.9661,-42.0278,84.16,78,20,20.71,few clouds
74,Roald,NO,62.5833,6.1333,35.74,64,0,9.22,clear sky
75,Jamestown,US,42.097,-79.2353,39.72,71,100,13.8,moderate rain
76,Mukhen,RU,48.1,136.1,1.85,98,100,2.08,overcast clouds
77,Huarmey,PE,-10.0681,-78.1522,73.13,72,92,5.79,overcast clouds
78,Vondrozo,MG,-22.8167,47.2833,70.92,87,100,8.34,light rain
79,Samarinda,ID,-0.5,117.15,73.36,98,74,0.94,broken clouds
80,Kapaa,US,22.0752,-159.319,71.92,91,100,6.91,moderate rain
81,Saskylakh,RU,71.9167,114.0833,-42.27,100,51,2.86,broken clouds
82,Airai,TL,-8.9266,125.4092,61.72,91,100,1.92,overcast clouds
83,Petatlan,MX,17.5167,-101.2667,74.73,65,23,0.43,few clouds
84,Dikson,RU,73.5069,80.5464,-28.3,91,17,2.48,few clouds
85,Kalmunai,LK,7.4167,81.8167,77.97,59,86,14.32,overcast clouds
86,Mahebourg,MU,-20.4081,57.7,80.26,94,75,12.66,thunderstorm with rain
87,Kodiak,US,57.79,-152.4072,36.91,93,100,14.97,light rain
88,Cairns,AU,-16.9167,145.7667,77.07,91,58,3.44,broken clouds
89,Coquimbo,CL,-29.9533,-71.3436,64.13,82,100,6.91,overcast clouds
90,Warwick,US,41.7001,-71.4162,41.09,79,100,9.22,overcast clouds
91,Grindavik,IS,63.8424,-22.4338,23.47,80,75,6.91,broken clouds
92,Riyadh,SA,24.6877,46.7219,62.74,37,0,7.54,clear sky
93,Erenhot,CN,43.6475,111.9767,-1.57,69,0,8.75,clear sky
94,Mehran,IR,33.1222,46.1646,57.92,49,0,8.93,clear sky
95,Gambela,ET,8.25,34.5833,95.94,22,83,1.23,broken clouds
96,Castro,BR,-24.7911,-50.0119,74.64,74,96,4.27,overcast clouds
97,Bengkulu,ID,-3.8004,102.2655,72.5,96,100,5.84,overcast clouds
98,Tuatapere,NZ,-46.1333,167.6833,52.81,90,75,5.14,broken clouds
99,Alexandria,EG,31.2156,29.9553,68.54,68,0,4.61,clear sky
100,Guaraniacu,BR,-25.1008,-52.8781,83.32,46,46,3.44,scattered clouds
101,Rocha,UY,-34.4833,-54.3333,88.57,32,69,11.9,broken clouds
102,Barrow,US,71.2906,-156.7887,-9.38,77,100,19.57,haze
103,Bambous Virieux,MU,-20.3428,57.7575,80.22,94,75,12.66,thunderstorm with rain
104,Ratnagiri,IN,16.9833,73.3,73.94,66,7,7.99,clear sky
105,Clyde River,CA,70.4692,-68.5914,-25.37,75,40,3.44,scattered clouds
106,Beringovskiy,RU,63.05,179.3167,-18.99,94,98,7.94,overcast clouds
107,Lahad Datu,MY,5.0268,118.327,75.36,94,98,5.1,overcast clouds
108,Touho,NC,-20.7833,165.2333,76.3,79,66,8.3,broken clouds
109,Kavieng,PG,-2.5744,150.7967,82.02,75,95,7.58,overcast clouds
110,Lebu,CL,-37.6167,-73.65,63.68,73,99,7.54,overcast clouds
111,Nyrob,RU,60.733,56.7202,11.32,95,100,6.96,overcast clouds
112,Broome,US,42.2506,-75.833,36.86,90,100,5.75,snow
113,Rumphi,MW,-11.0186,33.8575,70.79,93,100,1.9,light rain
114,Broken Hill,AU,-31.95,141.4333,64.08,28,0,14.25,clear sky
115,Muskegon Heights,US,43.2011,-86.239,39.22,93,100,8.05,mist
116,Balagansk,RU,54.0103,103.0544,-14.28,97,100,2.73,overcast clouds
117,Pervomayskiy,RU,53.2485,40.2871,31.42,89,100,18.32,overcast clouds
118,Punta Arenas,CL,-53.15,-70.9167,59.11,63,75,4.61,broken clouds
119,Toms River,US,39.9537,-74.1979,42.91,86,100,1.01,overcast clouds
120,Vsetin,CZ,49.3387,17.9962,33.4,91,100,6.55,light snow
121,Cherskiy,RU,68.75,161.3,-43.6,100,100,3.38,overcast clouds
122,Santa Ines,BR,-3.6667,-45.38,71.83,94,100,3.0,overcast clouds
123,North Guwahati,IN,26.2014,91.7236,60.75,100,20,2.3,mist
124,Khatanga,RU,71.9667,102.5,-35.0,90,19,6.71,few clouds
125,Safakulevo,RU,54.9901,62.5442,5.49,83,99,4.61,overcast clouds
126,Olden,NO,61.8364,6.8064,29.14,92,96,4.43,overcast clouds
127,Moranbah,AU,-22.0016,148.0466,71.11,87,0,6.29,clear sky
128,Meulaboh,ID,4.1363,96.1285,77.2,76,97,2.73,overcast clouds
129,Igrim,RU,63.1906,64.4162,9.37,99,99,2.26,overcast clouds
130,Padang,ID,-0.9492,100.3543,77.05,89,100,5.14,overcast clouds
131,Tuktoyaktuk,CA,69.4541,-133.0374,-0.4,85,100,14.97,light snow
132,Hannibal,US,39.7084,-91.3585,38.7,87,100,13.8,overcast clouds
133,Marawi,PH,7.9986,124.2928,68.43,96,97,1.03,overcast clouds
134,Severo-Kurilsk,RU,50.6789,156.125,16.45,73,100,26.98,light snow
135,Logatec,SI,45.9144,14.2258,36.55,95,97,4.97,overcast clouds
136,Varna,BG,43.2167,27.9167,64.54,68,20,18.41,few clouds
137,Lagoa Nova,BR,-6.1,-36.4833,88.5,34,62,12.66,broken clouds
138,Ndele,CF,8.4109,20.6473,96.39,11,9,9.13,clear sky
139,Banda Aceh,ID,5.5577,95.3222,77.77,81,41,12.3,scattered clouds
140,Bethel,US,41.3712,-73.414,40.77,82,100,0.0,overcast clouds
141,Staronizhestebliyevskaya,RU,45.3767,38.4517,50.04,58,74,9.13,broken clouds
142,Sitka,US,57.0531,-135.33,39.09,81,100,20.71,light rain
143,Geraldton,AU,-28.7667,114.6,72.01,78,0,6.91,clear sky
144,Itoman,JP,26.1247,127.6694,60.82,63,75,8.05,broken clouds
145,Sinnamary,GF,5.3833,-52.95,77.27,85,86,3.38,overcast clouds
146,Guayaramerin,BO,-10.8368,-65.3614,80.65,74,75,6.91,broken clouds
147,Ahipara,NZ,-35.1667,173.1667,61.9,89,5,6.6,clear sky
148,Killam,CA,52.7834,-111.8518,10.35,85,99,1.14,overcast clouds
149,Matara,LK,5.9485,80.5353,74.35,71,13,9.28,few clouds
150,Kouango,CF,4.9934,19.9619,100.18,12,41,2.68,scattered clouds
151,Anadyr,RU,64.75,177.4833,-19.7,75,75,8.95,light snow
152,Mayo,US,38.8876,-76.5119,44.15,85,100,6.91,overcast clouds
153,Provideniya,RU,64.3833,-173.3,-22.29,91,29,5.35,scattered clouds
154,Samarai,PG,-10.6167,150.6667,79.63,85,100,11.48,light rain
155,Oktyabrskiy,RU,54.4815,53.471,-0.99,87,12,4.9,few clouds
156,Dali,CN,25.7,100.1833,41.88,45,0,4.92,clear sky
157,Santiago Del Estero,AR,-27.7951,-64.2615,98.53,24,0,7.76,clear sky
158,Mancio Lima,BR,-7.6142,-72.8958,73.47,100,100,0.0,overcast clouds
159,Wanning,CN,18.8003,110.3967,59.9,87,94,9.48,overcast clouds
160,San Patricio,US,28.017,-97.5169,63.84,29,13,11.03,few clouds
161,Skibbereen,IE,51.55,-9.2667,45.1,81,34,5.06,scattered clouds
162,Peniche,PT,39.3558,-9.3811,57.56,79,93,19.64,overcast clouds
163,Hoquiam,US,46.9809,-123.8893,41.0,92,40,4.61,mist
164,Sarakhs,IR,36.5449,61.1577,30.13,68,56,4.18,broken clouds
165,Muravlenko,RU,63.7898,74.523,0.86,98,98,4.29,overcast clouds
166,Poum,NC,-20.2333,164.0167,79.12,76,85,11.21,overcast clouds
167,Grand-Santi,GF,4.25,-54.3833,82.76,64,93,4.63,overcast clouds
168,Xining,CN,36.6167,101.7667,10.65,54,0,1.05,clear sky
169,Pangnirtung,CA,66.1451,-65.7125,-18.4,69,40,2.3,scattered clouds
170,Port Lincoln,AU,-34.7333,135.8667,59.41,68,100,16.6,overcast clouds
171,Biak,ID,-0.9131,122.8766,77.07,80,91,3.78,overcast clouds
172,Pokhara,NP,28.2333,83.9833,50.63,56,5,4.43,clear sky
173,Kloulklubed,PW,7.0419,134.2556,82.04,80,53,18.43,broken clouds
174,Bandarbeyla,SO,9.4942,50.8122,76.01,76,3,25.3,clear sky
175,Ubauro,PK,28.1652,69.7289,52.5,77,100,4.05,overcast clouds
176,Shipitsyno,RU,61.2806,46.5208,27.66,89,100,13.33,overcast clouds
177,Kasongo-Lunda,CD,-6.4667,16.8167,87.96,49,95,4.5,overcast clouds
178,Formosa Do Rio Preto,BR,-11.0483,-45.1931,78.6,76,99,4.61,overcast clouds
179,Lata,PT,40.1629,-8.3327,52.07,90,100,9.69,overcast clouds
180,Prince Rupert,CA,54.3161,-130.3201,40.69,87,100,27.63,light rain
181,Carbonia,IT,39.1672,8.5222,45.01,55,72,25.84,broken clouds
182,North Bend,US,43.4065,-124.2243,38.86,99,0,9.22,clear sky
183,Leninskoye,KZ,41.7589,69.3864,13.86,82,6,4.99,clear sky
184,Bredasdorp,ZA,-34.5322,20.0403,77.72,48,34,15.95,scattered clouds
185,Iqaluit,CA,63.7506,-68.5145,-16.87,76,75,0.0,broken clouds
186,Contamana,PE,-7.3333,-75.0167,72.09,99,100,1.5,overcast clouds
187,Peterhead,GB,57.5058,-1.7981,39.6,82,58,23.0,broken clouds
188,Moron,AR,-34.6534,-58.6198,91.02,67,2,8.46,clear sky
189,Puerto Madero,MX,14.7208,-92.4215,79.0,89,75,0.0,broken clouds
190,Papagaios,BR,-19.4492,-44.7478,79.86,68,49,2.84,light rain
191,Pleasanton,US,37.6624,-121.8747,44.8,93,0,1.01,clear sky
192,San Quintin,MX,30.4833,-115.95,52.47,67,17,5.41,few clouds
193,Carnarvon,AU,-24.8667,113.6333,78.1,73,35,10.4,scattered clouds
194,Iquitos,PE,-3.7481,-73.2472,77.04,94,100,3.44,overcast clouds
195,Buraydah,SA,26.326,43.975,61.25,36,0,7.05,clear sky
196,Lavrentiya,RU,65.5833,-171.0,-22.59,92,58,7.4,broken clouds
197,Lagdo,CM,9.05,13.7333,97.32,10,65,4.56,broken clouds
198,Moerai,PF,-22.4333,-151.3333,77.92,77,7,12.77,clear sky
199,Boyolangu,ID,-8.1181,111.8935,74.21,95,100,1.41,overcast clouds
200,Flinders,AU,-34.5833,150.8552,65.17,86,88,4.0,overcast clouds
201,Mayumba,GA,-3.432,10.6554,79.61,83,100,9.73,light rain
202,Aldan,RU,58.6031,125.3894,-46.93,99,100,2.24,overcast clouds
203,Albany,US,42.6001,-73.9662,34.38,87,100,0.56,overcast clouds
204,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,80.4,83,75,3.44,broken clouds
205,Novo Mesto,SI,45.804,15.1689,37.42,96,99,3.06,overcast clouds
206,Karasburg,NA,-28.0167,18.75,91.65,24,81,8.81,broken clouds
207,Encheng,CN,22.1839,112.3026,57.54,73,2,3.74,clear sky
208,Shumskiy,RU,54.8318,99.1328,6.01,96,100,1.61,overcast clouds
209,Alugan,PH,12.2188,125.4808,78.48,87,99,8.03,overcast clouds
210,Asfi,MA,32.2994,-9.2372,62.98,48,0,21.18,clear sky
211,Korla,CN,41.7597,86.1469,7.97,82,5,0.22,clear sky
212,Charagua,BO,-19.8,-63.2167,83.77,37,84,2.64,broken clouds
213,Luderitz,NA,-26.6481,15.1594,75.27,59,0,25.1,clear sky
214,Linqing,CN,36.8456,115.7117,30.04,23,3,9.6,clear sky
215,Sao Felix Do Xingu,BR,-6.6447,-51.995,79.36,78,88,1.36,overcast clouds
216,Klaksvik,FO,62.2266,-6.589,36.52,66,100,28.7,overcast clouds
217,Namie,JP,37.4833,141.0,38.98,70,4,8.46,clear sky
218,Mount Isa,AU,-20.7333,139.5,83.97,45,25,5.75,scattered clouds
219,Hasaki,JP,35.7333,140.8333,43.2,80,100,6.93,overcast clouds
220,Nsanje,MW,-16.92,35.262,83.07,74,52,6.33,light rain
221,Hay River,CA,60.8156,-115.7999,21.18,86,20,11.5,few clouds
222,Belyy Yar,RU,53.6039,91.3903,13.86,81,100,0.0,smoke
223,Wattegama,LK,6.7989,81.4808,69.66,76,75,6.15,broken clouds
224,Ostrovnoy,RU,68.0531,39.5131,33.94,97,100,17.25,light snow
225,Nuuk,GL,64.1835,-51.7216,14.88,85,100,15.01,overcast clouds
226,Ribeira Grande,PT,38.5167,-28.7,61.2,67,20,4.61,few clouds
227,Guerrero Negro,MX,27.9769,-114.0611,55.04,62,84,1.92,broken clouds
228,Angoram,PG,-4.0625,144.0661,74.26,98,100,2.35,overcast clouds
229,Shingu,JP,33.7333,135.9833,39.79,77,5,6.98,clear sky
230,East London,ZA,-33.0153,27.9116,74.34,100,100,10.36,mist
231,Sobolevo,RU,54.4299,31.8996,35.06,99,100,8.25,light snow
232,Rongcheng,CN,30.634,117.8517,42.96,50,0,1.05,clear sky
233,Kenai,US,60.5544,-151.2583,27.09,92,0,5.75,clear sky
234,Baoshan,CN,46.5586,131.4244,-8.21,99,93,4.16,overcast clouds
235,Planeta Rica,CO,8.4147,-75.5883,80.71,75,97,5.3,overcast clouds
